Gene,C3,C5,C7,T3,T4,T5
Tmc5,7090,4514,6003,5864,6029,2544
Gde1,1300,765,992,1416,1598,1221
Ccp110,195,118,161,155,175,36
Vps35l,1457,1037,1232,1220,1372,727
Knop1,1180,915,1062,1016,1057,434
Iqck,15,5,5,4,12,1
Gprc5b,198,294,156,174,205,119
Gpr139,0,0,0,0,0,0
Gp2,4,2923,12,5,1,3
Umod,0,0,1,0,0,0
Pdilt,0,0,0,0,0,0
Acsm5,0,2,0,0,1,0
Acsm2,0,0,0,0,0,0
Gm39079,2,2,3,0,5,3
Acsm1,0,0,0,0,0,0
Acsm4,0,0,1,0,0,0
Thumpd1,929,712,805,685,863,300
Acsm3,2431,1358,1461,1920,2406,619
Eri2,300,193,217,291,216,79
Rexo5,232,120,174,161,205,43
Dcun1d3,429,235,331,322,376,121
Lyrm1,62,29,25,43,48,36
Dnah3,5,4,1,3,2,1
Tmem159,663,469,537,555,628,441
Zp2,24,3,16,19,26,0
4930505K13Rik,1,0,0,0,0,0
Anks4b,2442,1811,2220,2744,3000,966
Crym,59,41,51,62,83,45
Abca14,5,4,11,27,13,3
Abca15,3,1,1,2,3,2
Abca16,0,0,0,0,0,0
E130201H02Rik,4,2,10,2,0,0
Uqcrc2,9448,6363,7935,7766,7859,3395
Pdzd9,10,2,5,5,2,1
Mosmo,398,227,300,288,335,106
Vwa3a,13,11,5,2,17,2
Gm5737,0,0,1,1,4,0
Eef2k,2794,1672,2129,2481,3325,2113
Polr3e,956,644,849,811,865,488
Cdr2,467,282,318,271,288,123
Mfsd13b,4,14,0,5,12,1
Mettl9,2246,1560,1938,1887,2020,1080
Igsf6,139,192,99,109,109,47
Otoa,1,0,1,1,0,1
Hs3st2,27,13,20,18,32,9
4933432K03Rik,0,0,0,0,0,0
1700025J12Rik,0,0,0,0,0,0
Usp31,496,378,397,441,376,110
Scnn1g,17,10,28,89,55,72
Scnn1b,231,234,185,317,333,224
Cog7,1333,848,1067,1150,1206,518
Gga2,413,383,411,426,489,286
Ears2,508,322,391,403,439,313
Ubfd1,1442,1040,1210,1097,1192,722
Ndufab1,3223,2118,2629,2406,2325,2227
Palb2,196,105,195,174,135,52
Dctn5,1294,952,1141,1091,1205,467
Plk1,4576,2828,3618,3985,3916,2435
Ern2,4025,2333,3162,4162,3765,2151
Chp2,2704,1832,1855,2393,2203,741
Prkcb,335,257,262,236,305,87
Cacng3,0,0,0,0,0,0
4930413G21Rik,490,271,395,425,481,297
Rbbp6,2473,1484,2059,2305,2345,694
Tnrc6a,2974,1784,2326,2801,2752,543
Slc5a11,8,3,9,11,15,2
Arhgap17,2752,1779,2105,2498,2520,1229
Lcmt1,539,389,440,378,481,173
Aqp8,10997,6318,8037,10838,10704,12520
Zkscan2,7,6,7,10,15,3
Hs3st4,11,3,8,3,7,5
3100003L05Rik,13,11,10,9,28,21
4933440M02Rik,0,0,0,0,0,0
4930571K23Rik,0,0,0,0,0,0
Kdm8,215,183,198,209,148,129
Nsmce1,790,560,702,641,529,512
Il4ra,3696,2601,3390,2878,2696,2925
Il21r,92,107,75,66,66,38
Gtf3c1,4308,2938,3596,3606,3936,2755
D430042O09Rik,1367,750,955,1017,1277,598
Gsg1l,18,15,15,11,15,12
Xpo6,2427,1664,2045,2158,2147,1229
1700123J17Rik,0,0,0,0,0,0
Sbk1,730,513,645,579,868,636
Lat,24,10,9,12,10,5
Mir7058,0,0,0,0,0,0
Spns1,1727,1022,1412,1280,1648,1710
Nfatc2ip,403,256,389,295,295,154
Cd19,0,0,0,0,0,0
Rabep2,879,605,733,877,972,791
Atp2a1,25,18,15,12,11,11
Sh2b1,2639,1855,2273,2308,2706,1937
Tufm,4411,2957,3646,2867,3339,3536
Atxn2l,7887,5363,6679,6554,7531,3786
Eif3c,8815,5776,7454,7048,7035,2446
Cln3,778,499,619,650,801,578
Mir7059,5,2,0,1,4,2
Apobr,78,135,69,76,111,41
Il27,16,6,13,13,11,5
Nupr1,2803,4167,2213,3838,3042,2771
Sgf29,779,528,640,651,682,535
Sult1a1,5366,3243,3861,2901,4404,2286
Slx1b,831,552,703,739,889,610
Bola2,667,455,602,477,550,565
Coro1a,770,676,739,541,757,846
Mapk3,12521,7995,10627,11347,11970,12745
Gdpd3,131,77,135,120,96,58
Ypel3,1287,842,979,1245,1610,1098
Tbx6,33,28,18,35,30,16
Ppp4c,3142,2230,2535,2169,2636,2338
Aldoa,34161,22238,28325,26157,30780,26248
Tlcd3b,44,34,36,37,41,32
4930451I11Rik,0,0,0,0,0,0
Doc2a,133,105,113,107,103,95
Ino80e,555,405,478,461,547,400
Hirip3,784,523,610,455,475,170
Taok2,3458,2303,2974,2949,3144,2135
Tmem219,473,367,443,460,540,435
Kctd13,257,173,206,206,266,199
Asphd1,8,6,13,7,8,10
Sez6l2,176,125,128,160,231,174
Cdiptos,27,23,16,23,29,10
Cdipt,3105,2037,2724,2576,2854,2677
Mvp,17981,11843,15452,15143,15894,18696
Pagr1a,825,538,693,548,691,577
Prrt2,185,147,135,144,254,114
Maz,5165,3353,4215,3616,4315,4319
Kif22,956,634,886,681,594,534
Zg16,42919,25744,34426,62113,57995,57739
AI467606,126,101,96,70,71,84
Qprt,10,4,1,1,0,1
Spn,81,67,83,62,54,79
Cd2bp2,1709,1139,1573,1442,1451,1106
Tbc1d10b,2893,1939,2435,2204,2326,2287
Mylpf,34,23,21,31,27,15
Septin1,71,31,70,67,80,81
Gm4532,18,6,10,9,21,5
Zfp553,476,286,411,336,466,362
Zfp771,727,433,468,435,535,549
Dctpp1,550,339,418,378,460,490
Sephs2,2928,1935,2455,2444,2542,1994
Itgal,314,317,328,244,341,217
Zfp768,1043,623,794,701,812,655
Zfp747,435,311,397,332,451,182
9130019O22Rik,254,114,164,166,161,106
E430018J23Rik,236,146,209,224,223,194
Zfp764,239,170,188,162,215,82
Zfp688,248,151,206,192,259,182
Zfp689,150,117,105,133,120,77
Prr14,1995,1328,1596,1635,1685,919
Fbrs,3245,2389,2781,2797,3194,2005
Mir7060,0,0,0,0,0,0
1700008J07Rik,72,44,66,66,64,26
Srcap,6278,3906,4992,5943,5914,2939
Snora30,4,4,4,7,1,2
Tmem265,304,150,232,236,261,120
Phkg2,428,262,351,374,398,224
Ccdc189,40,26,27,43,23,35
Rnf40,2840,1866,2348,2149,2358,1873
1700120K04Rik,23,12,13,11,9,9
Zfp629,708,466,573,672,833,389
Bcl7c,491,318,400,295,370,378
Mir762,0,0,0,0,0,0
Ctf1,72,54,78,82,81,63
Ctf2,1,0,2,1,4,0
Fbxl19,2360,1568,1826,1838,1917,2113
Orai3,643,461,479,569,650,585
Setd1a,2364,1476,1922,1854,2077,1199
Hsd3b7,1215,935,1156,1048,1092,654
Stx1b,34,22,21,24,33,10
Stx4a,1763,1149,1449,1277,1443,750
Zfp668,528,345,468,421,485,330
Zfp646,1527,1095,1236,1215,1409,793
Prss53,42,29,24,28,44,21
Vkorc1,417,375,345,345,405,247
Bckdk,1628,1051,1346,1361,1444,1407
Kat8,465,303,406,403,373,161
Prss8,1319,842,932,1208,1296,1360
Prss36,35,61,44,56,63,55
Fus,5675,4445,5275,5449,5468,1735
Pycard,6214,3692,5625,4581,4513,4531
Trim72,560,347,482,412,482,328
Itgam,605,1674,457,402,409,277
Itgax,607,632,590,482,554,325
Itgad,3,2,5,11,1,2
4931431B13Rik,0,0,0,0,0,0
Cox6a2,6,2,4,5,5,2
9130023H24Rik,199,130,148,210,213,76
Armc5,1285,875,1059,1161,1297,1143
Tgfb1i1,1144,758,1095,899,1392,901
Slc5a2,3,0,3,0,1,2
Rusf1,827,550,737,709,846,495
Mir3103,0,0,0,0,0,0
Ahsp,1,1,0,2,2,2
Rgs10,274,205,245,271,270,187
Tial1,1977,1280,1559,1601,1775,573
Bag3,2239,1597,2011,1687,1953,1388
Inpp5f,565,355,462,498,507,167
Mcmbp,2841,1851,2240,2397,2413,1099
Sec23ip,1933,1287,1615,1630,1728,598
Plpp4,0,1,0,0,0,0
Gm33027,0,0,0,0,0,0
Wdr11,2263,1437,1824,1904,2179,905
Gm4265,0,1,1,4,1,1
Fgfr2,1890,1141,1756,2034,2526,1017
Ate1,1035,630,829,919,1027,318
Nsmce4a,1587,1025,1324,1373,1341,681
Tacc2,2206,1403,1628,2240,2844,1216
Gm34283,10,4,5,7,2,2
Btbd16,5,1,9,1,2,1
Plekha1,1379,929,1074,1246,1499,409
Mir7061,2,1,3,3,1,0
Htra1,993,737,903,848,1070,798
Dmbt1,364322,304225,302871,354453,417524,190004
4933402N03Rik,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0
Cdcp3,0,18,0,0,0,0
Cuzd1,0,748,0,0,0,0
Fam24b,0,2,0,0,0,0
Fam24a,0,0,0,0,0,0
2310057M21Rik,234,155,194,168,200,76
Pstk,323,236,239,269,284,195
Ikzf5,636,410,525,572,612,187
Acadsb,879,624,699,685,739,263
Hmx3,22,22,27,27,31,23
Hmx2,19,22,16,19,13,18
Bub3,1957,1199,1659,1408,1448,973
Gpr26,0,0,0,0,0,0
Cpxm2,331,217,273,277,368,223
Chst15,579,377,456,512,620,242
Gm10584,9,6,5,5,8,2
Oat,4557,3349,3714,3419,3778,2077
Nkx1-2,0,0,1,0,0,0
Lhpp,290,260,296,263,285,232
Fam53b,1149,841,952,954,1073,717
Eef1akmt2,149,128,173,175,190,111
Abraxas2,843,607,720,715,757,335
Zranb1,1436,860,1075,1176,1400,421
Ctbp2,2380,1473,1911,1832,2128,1162
4930483O08Rik,2,2,7,3,2,0
Tex36,0,0,1,0,0,0
Gm35625,0,0,0,0,0,0
Edrf1,718,494,643,587,568,151
Mmp21,3,0,6,1,3,0
Uros,472,318,347,339,372,182
Bccip,1106,733,942,915,854,579
Dhx32,4584,2765,3404,4263,4062,2338
Fank1,10,3,10,13,5,6
Adam12,57,294,19,40,59,7
D7Ertd443e,0,1,0,0,0,0
Dock1,2404,1686,2040,2288,2439,829
Insyn2a,15,5,8,9,8,5
1700120G07Rik,1,0,0,0,0,0
Nps,0,0,0,0,1,0
Foxi2,0,0,0,0,0,0
Gm36356,9,1,3,6,4,1
Clrn3,3973,2686,3526,3922,3850,2138
Ptpre,527,377,434,480,556,218
Mir1962,0,0,0,1,0,0
5830432E09Rik,6,10,9,7,4,3
Mki67,9598,5415,6712,6876,5138,1741
6330420H09Rik,0,0,0,0,0,0
Gm51502,0,0,0,0,0,0
C030029H02Rik,0,0,0,0,0,0
C230079O03Rik,0,0,0,0,0,0
Gm36849,0,0,0,0,0,0
Gm6249,4,5,2,0,2,0
Mgmt,79,49,49,52,62,51
Ebf3,65,66,47,52,72,29
Gm10578,1,0,0,0,0,0
9430038I01Rik,229,195,178,244,232,153
Glrx3,1658,1191,1464,1429,1473,1320
Tcerg1l,6,4,2,3,6,2
4930543N07Rik,0,0,0,0,0,0
Mapk1ip1,307,210,251,245,283,107
Ppp2r2d,1169,687,896,976,1003,688
Bnip3,316,334,260,365,620,181
Jakmip3,17,3,16,12,21,5
Dpysl4,25,9,21,5,30,16
Stk32c,133,72,131,97,103,79
Lrrc27,39,41,22,25,40,14
Pwwp2b,693,388,501,571,630,637
Inpp5a,1923,1438,1630,1558,2114,1422
Nkx6-2,1,0,1,2,3,1
Cfap46,5,3,6,7,2,1
Mir6401,0,0,0,0,0,0
Adgra1,13,3,4,3,3,2
Kndc1,32,13,19,11,14,11
Utf1,1,0,0,0,0,0
Mir7686,1,0,0,0,0,0
Mir202,0,0,0,0,0,0
Spef1l,11,6,9,7,19,4
Adam8,248,437,248,182,207,109
Mir7062,0,0,0,0,0,0
Tubgcp2,815,477,702,672,709,426
Zfp511,322,248,290,214,293,146
Msx3,2,1,0,0,1,0
Caly,12,5,9,9,20,8
Prap1,501,408,461,375,522,616
Fuom,725,559,618,517,663,667
Echs1,3608,2436,3024,3185,3520,2688
Paox,478,351,420,413,419,400
Mtg1,347,259,285,296,283,228
Sprn,39,28,24,10,25,13
Olfr522,0,0,0,0,0,0
Olfr523,0,0,0,0,0,0
Olfr524,0,0,0,0,0,0
Cd163l1,1,15,4,9,16,6
5830411N06Rik,15,0,14,15,13,5
Olfr525,2,0,0,0,0,0
Olfr527,0,2,0,0,0,0
Olfr60,0,0,4,0,2,0
Olfr530,3,0,0,0,0,0
Olfr531,0,0,0,0,0,0
Olfr532,0,0,0,0,0,0
Olfr533,0,0,0,0,0,0
Olfr535,0,0,0,0,0,0
Olfr536,0,0,0,0,0,0
Olfr538,0,0,0,0,0,0
Olfr46,0,0,0,0,0,0
Olfr61,0,0,0,0,0,0
Olfr53,0,0,0,0,0,0
Olfr539,0,0,0,0,0,0
Olfr45,0,0,0,0,0,0
Olfr541,0,0,0,0,0,0
Cyp2e1,0,413,15,26,1,108
Syce1,6,1,0,0,4,0
Zfp941,54,18,41,25,31,4
Urah,451,307,367,339,334,284
C330022C24Rik,7,4,5,8,2,3
Scgb1c1,1,0,1,0,0,0
Odf3,0,0,0,0,0,0
Bet1l,733,503,654,598,665,553
Ric8a,2029,1435,1762,1728,2021,1594
Sirt3,498,253,430,326,416,326
Psmd13,2875,1916,2472,2303,2203,2136
Cox8b,3,17,4,2,6,3
BC024386,2,0,0,2,0,0
Nlrp6,11692,7351,10499,10718,10442,10453
Pgghg,1168,837,872,1074,1109,990
Ifitm5,16,6,19,13,18,10
Ifitm2,3171,2608,2633,2654,2753,2831
Ifitm1,387,235,369,335,427,246
Ifitm3,3325,2654,3223,2154,2076,2905
Ifitm6,25,21,15,6,8,11
B4galnt4,452,262,404,291,420,377
Pkp3,5009,3162,4210,4327,4565,5420
Sigirr,1271,939,1102,1075,1275,1135
Ano9,4012,2454,3817,3229,3515,1491
Ptdss2,1127,673,796,762,896,884
Rnh1,4708,2987,4043,3968,4196,4688
Hras,1530,1094,1330,1262,1310,1418
Lrrc56,317,153,213,282,279,168
Lmntd2,362,208,294,331,370,180
Rassf7,2037,1346,1754,1792,2239,1848
Mir210,2,2,1,3,1,4
Phrf1,2669,1903,2335,2200,2322,1493
Irf7,5716,5750,5249,6065,5409,5439
Cdhr5,21973,14882,18210,20082,23453,14272
Sct,264,193,262,271,309,288
Drd4,3,3,1,0,2,0
Deaf1,741,483,577,655,831,523
Tmem80,397,297,328,350,417,203
Eps8l2,5494,3878,4565,4936,6413,4055
B230206H07Rik,178,130,187,202,207,120
Taldo1,10210,7234,8375,7948,8649,8997
Gatd1,820,503,691,722,749,708
Cend1,32,30,37,33,43,29
Slc25a22,1700,1368,1813,1477,1819,1236
Pidd1,401,248,306,237,306,224
Rplp2,8251,6161,7393,6985,7614,9359
Snora52,15,15,19,24,24,9
Pnpla2,4556,3251,3526,3940,4449,3724
Cracr2b,1366,845,1052,1154,1315,1170
Gm10575,87,77,110,123,154,113
Cd151,3783,2774,3137,3111,3537,3928
Polr2l,460,401,451,304,399,345
Tspan4,213,256,225,285,537,398
Chid1,1076,850,863,691,746,759
Ap2a2,3591,2587,2797,2712,3099,2200
Gm16982,17,7,14,22,8,8
Mir7063,0,4,1,1,0,0
Muc6,44,38,28,34,15,3
Muc2,467980,373134,402079,555347,424242,111743
Muc5ac,0,0,3,0,0,0
Muc5b,3,3,2,5,2,0
Tollip,2446,1549,1948,1976,2312,1422
Brsk2,38,46,24,36,46,25
Mir3104,0,1,0,0,0,0
Mob2,1643,1033,1319,1433,1292,1100
Dusp8,1042,478,672,554,722,463
Gm45618,3,0,1,1,0,3
Gm39115,1,0,1,0,1,0
Gm45337,0,0,0,0,0,0
Gm4553,0,0,0,0,0,0
Krtap5-2,0,0,0,0,0,0
Krtap5-3,12,3,9,5,3,2
Gm7579,14,11,14,11,26,17
Krtap5-5,0,0,1,0,0,0
Gm2431,0,0,0,0,0,0
Gm4559,0,0,0,0,0,0
Krtap5-1,0,0,0,0,0,0
Krtap5-4,0,0,0,0,0,0
Ifitm10,8,12,5,3,12,6
Ctsd,9096,10294,7026,6922,8565,9333
Syt8,134,98,137,257,240,133
Tnni2,24,17,19,23,20,20
Lsp1,1017,851,836,790,990,655
Prr33,141,117,115,119,227,76
Tnnt3,14,4,12,9,11,4
Mrpl23,665,469,617,568,704,550
Nctc1,0,0,0,0,1,0
H19,2,37,5,17,8,10
Mir675,0,0,0,0,0,0
Igf2,104,109,119,86,108,72
Mir483,0,0,0,0,0,0
Igf2os,3,0,0,2,5,2
Ins2,0,12,0,0,0,0
Th,3,0,1,1,8,5
Ascl2,231,141,237,141,214,164
Tspan32,21,44,28,12,43,15
R74862,40,19,28,38,34,13
Cd81,3621,2198,2815,2400,2926,2117
Tssc4,616,455,558,483,487,489
Trpm5,267,186,215,216,190,163
Kcnq1,2449,1531,1940,1934,2694,1819
Kcnq1ot1,327,158,204,232,220,108
4933417O13Rik,4,2,1,8,9,2
Cdkn1c,222,201,156,190,228,248
Slc22a18,3890,2431,3076,3223,3702,3770
Phlda2,67,47,51,36,42,44
Nap1l4,2711,1799,2212,2025,2382,1121
Cars,1236,737,1050,1139,1109,574
Mir7064,0,0,0,0,0,0
Tnfrsf26,13,7,9,13,8,5
E230032D23Rik,0,0,0,0,2,0
Tnfrsf22,70,54,56,58,54,12
Tnfrsf23,107,127,133,143,126,28
Osbpl5,1570,929,1328,1478,1550,1231
Mrgprg,2,2,1,0,2,0
Mrgpre,87,80,70,66,88,37
Nadsyn1,1253,849,1221,1262,1319,944
Dhcr7,3795,2482,2914,3107,3486,2739
Acte1,0,0,0,0,0,0
Mir6404,0,0,0,0,0,0
Mir3105,0,0,0,0,0,0
Shank2,1012,530,779,759,882,440
Gm14372,7,6,9,7,4,6
Cttn,10775,6879,8901,9305,9594,5377
Ppfia1,2471,1598,2111,2103,2164,1015
Fadd,856,588,720,661,700,493
Ano1,4577,2280,3395,4841,5764,2343
Fgf3,5,0,0,0,0,2
Fgf4,3,0,0,2,4,0
Fgf15,2,0,0,3,2,2
Bc1,1,0,0,0,0,0
LTO1,621,438,604,553,639,360
Ccnd1,5941,3945,5634,3827,4074,3448
Tpcn2,775,712,710,700,715,498
Smim38,64,122,65,99,89,90
Mrgprf,183,164,161,133,191,150
Mrgprd,0,0,0,0,0,0
Insr,2803,1654,1871,2659,2985,817
Arhgef18,2008,1406,1662,1817,2181,1122
Pex11g,477,282,363,396,369,316
Tex45,1,0,0,1,5,4
Zfp358,391,281,289,391,396,377
Mcoln1,1015,758,821,834,1107,741
Pnpla6,2157,1363,1724,1883,2125,1408
Rps23rg1,62,41,37,40,38,40
Camsap3,4366,3045,3634,4045,4133,3086
Xab2,1558,990,1227,1189,1354,1071
Pet100,283,203,239,280,252,338
Pcp2,5,3,2,4,13,1
Stxbp2,4218,2960,3701,3647,3862,2826
Retn,0,263,2,3,0,24
Mcemp1,27,38,25,7,9,9
Fcor,0,12,2,3,0,5
Trappc5,944,657,787,632,808,774
Fcer2a,0,0,0,1,1,1
Clec4g,0,0,1,1,0,0
Cd209a,21,30,19,13,11,2
Rprl3,0,0,0,0,0,0
Cd209e,0,5,0,0,0,0
Cd209d,6,19,0,1,0,1
Cd209b,2,18,1,0,2,2
Cd209c,1,4,3,2,1,0
Cd209f,15,116,24,8,9,10
Cd209g,2,18,8,5,12,4
Evi5l,801,466,632,609,735,466
Prr36,120,46,96,80,98,74
Lrrc8e,434,247,362,489,601,321
Map2k7,2005,1213,1682,1835,1989,1394
Tgfbr3l,247,152,207,283,283,120
Snapc2,380,288,345,335,415,452
Ctxn1,175,131,158,156,222,191
Timm44,1729,1163,1553,1340,1487,669
Elavl1,2029,1511,1785,1459,1658,793
Ccl25,73,58,73,62,62,29
Cers4,1849,1038,1402,1575,1988,1142
Zfp958,242,159,191,197,226,96
Shcbp1,407,305,381,330,255,121
Slc10a2,569,1001,515,644,965,312
Gm17215,0,0,0,0,0,0
Efnb2,4686,3119,4180,4533,4573,2314
Arglu1,2132,1374,1778,1772,2004,639
Mir7654,0,0,0,0,0,0
4933430N04Rik,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0
Fam155a,43,18,42,44,58,28
Lig4,433,274,414,386,395,99
Abhd13,2245,1376,1739,1888,2068,691
Tnfsf13b,349,165,340,303,332,95
Myo16,8,10,8,13,16,7
B930025P03Rik,0,0,0,1,3,0
Gm2814,1,0,5,2,3,0
4833411C07Rik,2,3,1,4,2,0
3930402G23Rik,183,65,132,138,68,42
Irs2,1744,964,1188,1758,2369,1005
9530052E02Rik,16,1,7,4,5,4
Col4a1,6735,5971,5026,7026,9012,5290
Col4a2,5028,4320,4060,5275,6634,5214
Rab20,380,243,281,304,343,251
E230013L22Rik,76,50,90,77,87,76
Naxd,1466,993,1198,1176,1348,893
Cars2,713,510,607,619,545,425
Ing1,1211,770,993,884,941,590
Ankrd10,1904,1232,1588,1751,2047,749
Mir7238,0,0,0,0,0,0
1700016D06Rik,0,0,0,0,0,0
Gm6524,3,1,0,0,0,0
Arhgef7,2063,1434,1703,1805,1881,1162
Tex29,0,1,2,0,0,0
Sox1ot,34,20,27,76,34,13
Sox1,0,1,4,4,0,1
Spaca7,7,2,2,5,11,9
Tubgcp3,1317,820,1082,1209,1216,528
4931415C17Rik,1,0,0,1,3,0
Gm15348,0,0,0,0,0,0
Atp11a,2711,1849,2351,2679,3357,1448
Gm15350,0,0,0,0,0,0
Mcf2l,3418,1810,2735,3711,3358,2237
Gm38671,0,0,0,0,0,0
F7,47,287,26,13,30,13
F10,90,326,74,20,36,24
Proz,55,28,62,39,50,30
Pcid2,730,469,578,510,597,289
Cul4a,2694,1880,2267,2419,2646,969
Mir7065,0,0,0,0,0,0
Lamp1,13729,9887,11165,12034,13244,8819
Grtp1,2264,1324,1726,1919,1858,1271
Mir1968,21,18,13,12,15,5
2810030D12Rik,153,119,163,154,160,68
Adprhl1,1,4,2,2,4,3
Dcun1d2,703,490,572,607,576,303
Tmco3,3629,2116,2850,3039,3021,2160
Tfdp1,3376,2172,2851,2385,2536,1315
Atp4b,0,0,1,0,0,0
Grk1,0,0,1,3,3,0
Tmem255b,30,38,57,27,40,29
Gas6,10488,8166,8832,10717,14782,10539
1700029H14Rik,3,1,1,3,2,1
Rasa3,1766,1220,1438,1392,1471,797
Cfap97d2,5,0,0,1,0,1
Cdc16,1400,912,1055,1126,1240,401
Upf3a,917,628,784,853,932,389
AF366264,0,0,0,0,0,0
Champ1,685,474,620,617,694,248
Coprs,259,176,207,198,237,218
Fbxo25,1959,1329,1605,1763,1977,972
Tdrp,31,39,34,28,34,25
Gm5907,0,0,3,1,1,2
Erich1,269,202,214,210,210,117
Dlgap2,5,7,2,11,21,2
Cln8,615,470,501,500,556,478
Arhgef10,307,230,278,262,346,187
Kbtbd11,2649,2200,2455,2444,3063,1892
BB014433,1,0,0,2,0,0
Myom2,13,2,11,12,12,4
Csmd1,25,18,22,17,9,5
Mir3106,0,0,0,0,0,0
Mcph1,351,210,213,235,286,114
Angpt2,74,53,51,68,69,30
Agpat5,2056,1254,1612,1284,1299,771
Xkr5,75,28,47,55,58,30
Defb40,0,0,0,0,0,0
Defb37,6,12,7,7,7,8
Defb38,0,0,0,0,0,0
Defb39,0,0,0,0,0,0
Defb12,0,0,0,0,0,0
Defb34,0,0,0,0,0,0
Spag11b,0,0,0,0,0,0
Spag11a,0,0,0,0,0,0
Defb14,0,0,0,1,3,0
Defb4,0,0,0,0,0,0
Defa-ps12,0,0,0,0,0,0
Defb6,0,0,0,0,0,0
Defb46,0,0,0,0,0,0
Defb5,0,0,0,0,0,0
Defb3,0,0,0,0,0,0
Defa-ps13,0,0,0,0,0,0
Defb8,0,0,0,0,0,0
Defb7,0,0,0,0,0,0
4930467E23Rik,0,0,0,0,0,0
2610005L07Rik,393,256,392,449,366,91
Gm15319,0,0,0,0,0,0
Gm21119,1,0,0,0,0,0
6820431F20Rik,151,120,154,222,194,39
Gm21944,0,0,0,0,0,0
Defb33,0,0,0,0,0,0
Gm15056,1,1,0,0,2,0
Gm6040,0,0,0,0,0,0
AY761185,0,0,0,0,0,0
Defa21,0,0,0,0,0,0
Defa23,0,0,0,0,0,0
Defa31,0,0,0,0,0,0
Defa35,0,0,0,0,0,0
Defa4,0,0,0,0,0,0
Defa25,0,0,0,0,0,0
Defa38,0,0,0,0,0,0
Defa30,0,0,0,0,0,0
Defa22,0,0,0,0,0,0
Defa41,0,0,0,0,0,0
Defa40,0,0,0,0,0,0
Defa3,0,0,0,0,0,0
Defa5,0,0,0,0,0,0
Defa27,0,0,0,0,0,0
Defa29,0,0,0,0,0,0
Defa2,0,0,0,0,0,0
Defa33,0,0,0,0,0,0
Defa36,0,0,0,0,0,0
Defa37,0,0,0,0,0,0
Defa42,0,0,0,0,0,0
Defa43,0,0,0,0,0,0
Defa20,0,0,0,0,0,0
Defa32,0,0,0,0,0,0
Defa28,0,0,0,0,0,0
Defa26,0,0,0,0,0,0
Defa17,0,0,0,0,0,0
Defa34,0,0,0,0,0,0
Defa-ps1,0,0,0,0,0,0
Defa39,0,0,0,0,0,0
Defa24,0,0,0,0,0,0
Defa6,0,0,0,0,0,0
Defb1,0,0,0,0,1,0
Defb50,0,0,1,0,0,0
Defb2,0,0,0,0,0,0
Defb10,0,0,0,0,0,0
Defb9,0,0,0,0,0,0
Defb11,0,0,0,0,0,0
Defb15,0,0,0,0,0,0
Defb35,0,0,0,0,0,0
Defb13,0,0,0,0,0,0
Fam90a1a,0,0,0,0,0,0
Ccdc70,0,0,0,0,0,0
Atp7b,28,10,17,23,41,16
Alg11,565,389,508,503,594,145
Nek5,30,13,19,16,23,6
Nek3,209,110,140,206,277,117
Ckap2,528,314,424,447,352,185
Vps36,1377,904,1205,1200,1213,478
Thsd1,57,51,29,42,58,26
Tpte,10,1,0,4,3,0
Slc25a15,1049,652,878,881,917,373
1810012K16Rik,5,16,6,17,12,5
Mrps31,897,566,738,666,681,639
Smim19,233,180,210,249,275,185
Slc20a2,908,575,718,859,933,612
Vdac3,5462,3504,4363,4663,5207,3671
Dkk4,0,0,0,0,0,0
Polb,475,336,367,346,345,355
A930013F10Rik,94,42,68,85,91,13
Ikbkb,2364,1529,1950,1949,2180,811
Plat,300,349,266,286,339,156
Ap3m2,138,119,130,123,165,71
Kat6a,2877,1836,2223,2877,2624,686
Ank1,133,89,142,96,209,55
Gm15816,9,1,4,6,8,6
Mir486,4,0,0,0,0,0
Mir3107,0,0,0,0,0,0
Nkx6-3,30,26,31,38,33,11
Gpat4,2667,1662,2245,1899,2132,1628
Gins4,461,290,364,412,443,224
Golga7,2127,1406,1765,1635,1790,1180
Sfrp1,1369,745,1270,1044,1185,509
Zmat4,5,11,4,7,7,2
Tcim,2609,1746,2164,2123,2181,1363
Ido2,13,8,23,13,12,7
Ido1,4534,832,5726,2553,1680,1942
Adam18,29,17,21,21,18,10
Adam3,3,1,0,7,3,1
Adam5,4,2,3,3,8,0
Adam32,0,0,3,1,5,1
Adam9,2886,2124,2296,2590,2774,834
Tm2d2,1901,1374,1688,1581,1799,1117
Htra4,6,8,19,7,12,3
Plekha2,3006,1941,2666,2594,2573,1081
5830408C22Rik,33,15,38,28,23,10
Tacc1,923,857,790,843,1203,474
Mir8108,0,0,0,0,0,0
5430421F17Rik,0,2,4,1,4,1
Fgfr1,1041,832,765,779,1170,656
Gm16159,1,0,0,2,0,1
Letm2,63,39,35,65,97,21
Nsd3,2597,1695,2207,2343,2357,767
Plpp5,1645,1155,1325,1480,1580,777
Ddhd2,515,335,415,374,452,143
Gm17484,6,6,3,4,4,0
Bag4,471,336,407,418,495,169
Lsm1,340,282,292,332,342,231
Star,94,92,83,106,111,24
Ash2l,1449,960,1295,1219,1462,641
Kcnu1,1,1,8,13,10,0
Hgsnat,1080,774,822,1000,1041,884
Pomk,348,242,286,281,343,157
Fnta,1431,973,1204,1216,1245,716
Hook3,1038,703,805,1096,1089,217
